no,hanja,reading,meaning_ko,category,confidence,source_count,sources,note
190,慴,습,"fear; terrified, fearful; fear",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: fearful
191,憃,용,"foolish, stupid, dull, silly",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: foolish
192,憚,탄,"dread, shrink from, shirk, fear",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: dread
193,憫,민,"pity, sympathize with, grieve for",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: grieve
194,懁,환,"anxious, distressed",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: anxious
195,懍,름,"be afraid of, be awed by, be in awe",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: afraid
196,懼,구,"fear, be afraid of, dread",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: afraid
197,拄,주,lean on; post; prod; ridicule,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: ridicule
198,拙,졸,"stupid, clumsy, crude; convention",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stupid
199,揶,야,"make fun of, ridicule",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: ridicule
200,搉,각,knock; pick out; ridicule,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: ridicule
201,昃,측,afternoon; the sun in the afternoon sky; to decline,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: decline
202,暎,영,sun beginning decline; reflect,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: decline
203,朽,후,"decayed, rotten; rot, decay",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: decay
204,枉,왕,"useless, in vain; bent, crooked",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: vain
205,檮,도,block of wood; blockhead; stupid,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stupid
206,毚,참,cunning; greedy; crafty,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: greedy
207,沌,돈,"chaotic, confused; turbid, murky",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: chaotic
208,沴,려/전,foul and poisonous in confusion; out of harmony,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: confusion
209,漚,구,"soak, steep; sodden, soaked; rotten; foam, froth",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: rotten
210,火,화,"fire, flame; burn; anger, rage",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: anger
211,焦,초,"burned, scorched; anxious, vexed",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: anxious
212,爛,난/란,"rotten, spoiled, decayed",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: rotten
213,獘,폐,collapse,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: collapse
214,痴,치,"foolish, stupid, dumb, silly",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: foolish
215,瞋,진,glare with anger,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: anger
216,瞽,고,blind; blind musician; stupid,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stupid
217,矇,몽,"stupid, ignorant; blind",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stupid
218,矉,빈,an angry glare; to open the eyes with anger,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: angry
219,笨,분,"foolish, stupid, dull; awkward",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: foolish
220,紛,분,"in disorder, scattered, tangled",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: disorder
221,紜,운,"confused, in disorder; numerous",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: disorder
222,羡,선/이,"envy, admire; praise; covet",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: covet
223,羨,선,"envy, admire; praise; covet",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: covet
224,腓,비,calf; avoid; be ill; wither,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: wither
225,芚,둔,green sprout; foolish,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: foolish
226,萎,위,"wither, wilt",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: wither
227,藐,묘,"disregard, slight, disdain",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: disdain
228,虛,허,"false, worthless; empty, hollow; 11th lunar mansion, determinative star β Aquarii (Sadalsuud)",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: worthless
229,虞,우,"concerned about, anxious, worried",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: anxious
230,蛩,공,"cricket, locust; anxious",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: anxious
231,蠢,준,wriggle; stupid; silly; fat,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stupid
232,覬,기,"covet, long for, desire",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: covet
233,訟,송,"accuse; argue, dispute; litigate; hexagram ䷅",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: dispute
234,謝,사,thank; decline,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: decline
235,譏,기,"ridicule, jeer, mock; inspect",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: mock
236,變,변,"change, transform, alter; rebel",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: rebel
237,蹙,축,"urgent, suddenly; grieve, lament",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: grieve
238,辯,변,"dispute, argue, debate, discuss",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: dispute
239,迿,준,to be the first to begin a quarrel,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: quarrel
240,逆,역,"disobey, rebel; rebel, traitor",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: rebel
241,逴,탁,"argue, quarrel, squabble; far",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: quarrel
242,醋,초,"vinegar; jealousy, envy",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: envy
243,釁,흔,"smear with blood in sacrifice; rift, quarrel",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: quarrel
244,閔,민,"mourn, grieve; urge on, incite",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: grieve
245,霽,제,to clear up after rain; to cease to be angry,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: angry
246,靦,전,"timid, shy, bashful",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: timid
247,頊,욱,grieved; anxious,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: anxious
248,饐,의,"spoiled, rotten, sour",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: rotten
249,駻,한,"a fierce horse; to rage, run wild",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: rage
250,鬧,뇨/요,quarrel; dispute hotly,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: quarrel
251,鬩,혁,"feud, fight, quarrel",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: quarrel
252,魯,노/로,"foolish, stupid, rash; vulgar",뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: foolish
253,齗,은,gums (of the teeth); to dispute,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: dispute
254,齲,우,tooth decay,뜻흉함(자동스캔-영문),중,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: decay
255,䳠,수,"owl, kite, hawk; sparrow hawk, stop flying (said of bird)",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
256,丟,주,"discard, reject, lose",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: lose
257,仃,정,"lonely, solitary",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: lonely
258,休,휴,"rest, stop; retire; do not!",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
259,伶,령/영,"lonely, solitary; actor",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: lonely
260,住,주,"reside, live at, dwell, lodge; stop",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
261,俎,조,chopping board or block; painted,뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: block
262,倪,예,"feeble, tiny, young and weak",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: weak
263,偃,언,"cease, lay off, lay down",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: cease
264,偄,난,weak,뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: weak
265,停,정,"stop, suspend, delay; suitable",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
266,儜,녕/영,weak; wearied; in distress,뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: weak
267,冉,염,tender; weak; proceed gradually,뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: weak
268,冷,냉/랭,"cold, cool; lonely",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: lonely
269,匱,궤,to lack,뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: lack
270,去,거,"go away, leave, depart",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: depart
271,啻,시,"only, merely; just like; stop at",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
272,坻,지,"an islet, a rock in a river; an embankment; to stop",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
273,堵,도,"wall; stop, prevent; stop up",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
274,塞,새/색,"stop up, block, seal, cork; pass, frontier; fortress",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
275,墩,돈,"heap, mound, block of stone",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: block
276,奄,엄,"ere long; remain, tarry; feeble",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: feeble
277,妨,방,"interfere with, impede, obstruct",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: obstruct
278,嬬,유,"mistress, concubine; weak",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: weak
279,宿,수/숙,"stop, rest, lodge, stay overnight; constellation",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
280,寘,치,"put aside, put down; discard",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: discard
281,已,이,already; finished; stop,뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
282,廢,폐,"abrogate, terminate, discard",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: discard
283,弃,기,"reject, abandon, discard",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: abandon
284,弭,미,"stop, desist, end, quell",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
285,往,왕,"go, depart; past, formerly",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: depart
286,息,식,"rest, put stop to, end, cease",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
287,截,절,"cut off, stop, obstruct, intersect",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
288,拋,포,"throw (away), abandon, reject",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: abandon
289,拫,흔,to pull; to drag; to stop; (Cant.) to turn fast,뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
290,揚,양,"scatter, spread; praise",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: scatter
291,搪,당,"ward off, evade; parry; block",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: block
292,撒,살,"release, cast away, let go; disperse; relax",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: disperse
293,撩,료/요,"lift up, raise; leave, depart",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: depart
294,攄,터,"spread, disperse; vent, set forth",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: disperse
295,支,지,"disperse, pay; support; branch",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: disperse
296,散,산,"scatter, disperse, break up",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: scatter
297,敭,양,"scatter, spread; praise; raise",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: scatter
298,棖,정,"door stop, door jam; touch; a prop, post",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
299,櫨,노/로,"supporting block; sumac, loquat",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: block
300,欠,흠,"owe, lack, be deficient; Kangxi radical 76",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: lack
301,歇,헐,"rest, stop, lodge",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
302,止,지,"stop, halt, desist; detain",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
303,泮,반,Zhou dynasty school; disperse; fall apart,뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: disperse
304,洒,선/세,sprinkle; scatter; pour; to wipe away; to shiver,뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: scatter
305,淡,담,"weak, watery; insipid, tasteless",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: weak
306,湮,인,"bury, sink, block up; stain",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: block
307,滯,체,"block up, obstruct; stagnant",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: block
308,灑,쇄,"sprinkle, splash; scatter, throw",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: scatter
309,灒,찬,"to spatter, to splash, to scatter",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: scatter
310,煃,규,"remove, get rid of; scatter",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: scatter
311,獨,독,"alone, single, solitary, only",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: solitary
312,留,류/유,"stop, halt; stay, detain, keep",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
313,疲,피,"feel tired, be exhausted; weak",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: weak
314,癈,폐,"abrogate, terminate, discard",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: discard
315,癕,옹,loss of the sense of smell,뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: loss
316,碍,애,"obstruct, hinder, block, deter",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: block
317,祛,거,"expel, disperse, exorcise",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: disperse
318,稜,능/릉,"corner, edge, angle; square block",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: block
319,穅,강,"chaff, bran, husks of grain; poor, remiss",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: poor
320,窮,궁,"poor, destitute, impoverished",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: poor
321,窳,유,"dirty, useless, weak, powerless; cracked, a flaw",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: weak
322,糠,강,"chaff, bran, husks; poor",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: poor
323,缺,결,"be short of, lack; gap, deficit",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: lack
324,罣,괘,"hinder, disturb, obstruct",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: obstruct
325,罷,파,"cease, finish, stop; give up",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
326,羸,리/이,"weak, lean, emaciated, exhausted",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: weak
327,耎,연,"weak, pliable, soft, yielding",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: weak
328,薄,박,"thin, slight, weak; poor, stingy",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: poor
329,虧,휴,"lose, fail; damage; deficient",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: lose
330,蠃,라,the solitary wasp,뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: solitary
331,訖,흘,"finish; conclude, stop; exhaust",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
332,賠,배,"indemnify, suffer loss",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: loss
333,跱,치,stop,뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
334,軟,연,"soft, flexible, pliable; weak",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: weak
335,輭,연,"flexible, pliable; weak, feeble",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: weak
336,鋑,전,"to engrave or carve, as a block for printing",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: block
337,鑕,질,"chopping block, executioner's block",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: block
338,閉,폐,"shut, close; obstruct, block up",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: block
339,閼,알,"block, obstruct, stop up, conceal",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
340,阻,조,"impede, hinder, obstruct; oppose",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: obstruct
341,離,리/이,"leave, depart; go away; separate; trigram ☲; hexagram ䷝",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: depart
342,靡,미,"divide, disperse, scatter",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: scatter
343,頓,돈,"pause, stop; bow, kowtow; arrange",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
344,頖,반,Zhou dynasty school; disperse; fall apart,뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: disperse
345,颺,양,"soar, fly, float; scatter",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: scatter
346,駐,주,"to be stationed at, reside at; to stop",뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: stop
347,齠,초,lose baby teeth and get adult teeth,뜻흉함(자동스캔-영문),하,0,meaning(영문) 키워드 자동 스캔,매칭 키워드: lose
348,儃,천,"manner, air; easy-going; to turn around; lame; unable to get on",신체특징(자동스캔-영문),별도(신체특징),0,meaning(영문) 키워드 자동 스캔,매칭 키워드: lame
349,喑,음,to be dumb; the sobbing of infants,신체특징(자동스캔-영문),별도(신체특징),0,meaning(영문) 키워드 자동 스캔,매칭 키워드: dumb
350,痹,비,"paralysis, numbness",신체특징(자동스캔-영문),별도(신체특징),0,meaning(영문) 키워드 자동 스캔,매칭 키워드: paralysis
351,痺,비,"paralysis, numbness",신체특징(자동스캔-영문),별도(신체특징),0,meaning(영문) 키워드 자동 스캔,매칭 키워드: paralysis
352,痿,위,paralysis; impotence,신체특징(자동스캔-영문),별도(신체특징),0,meaning(영문) 키워드 자동 스캔,매칭 키워드: paralysis
353,癱,탄,"paralysis, palsy, numbness",신체특징(자동스캔-영문),별도(신체특징),0,meaning(영문) 키워드 자동 스캔,매칭 키워드: paralysis
354,眇,묘,"blind in one eye; minute, minuscule",신체특징(자동스캔-영문),별도(신체특징),0,meaning(영문) 키워드 자동 스캔,매칭 키워드: blind
355,眛,매,"dim, dark, obscure; blind",신체특징(자동스캔-영문),별도(신체특징),0,meaning(영문) 키워드 자동 스캔,매칭 키워드: blind
356,瞍,수,blind; no pupil in the eye,신체특징(자동스캔-영문),별도(신체특징),0,meaning(영문) 키워드 자동 스캔,매칭 키워드: blind
357,瞎,할,"blind, reckless; rash",신체특징(자동스캔-영문),별도(신체특징),0,meaning(영문) 키워드 자동 스캔,매칭 키워드: blind
358,簾,렴/염,"a blind, screen, curtain",신체특징(자동스캔-영문),별도(신체특징),0,meaning(영문) 키워드 자동 스캔,매칭 키워드: blind
359,聵,외,deaf,신체특징(자동스캔-영문),별도(신체특징),0,meaning(영문) 키워드 자동 스캔,매칭 키워드: deaf
360,聾,농/롱,deaf,신체특징(자동스캔-영문),별도(신체특징),0,meaning(영문) 키워드 자동 스캔,매칭 키워드: deaf
361,跛,파,lame,신체특징(자동스캔-영문),별도(신체특징),0,meaning(영문) 키워드 자동 스캔,매칭 키워드: lame
362,蹇,건,"lame, crippled; unlucky; hexagram ䷦",신체특징(자동스캔-영문),별도(신체특징),0,meaning(영문) 키워드 자동 스캔,매칭 키워드: lame
